loan_status,term,home_ownership,emp_length,verification_status,installment,monthly_inc,PaymentToIncome,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc
1,36,3,3,3,152.18,5833.333333333333,0.026088000000000004,1.75,0,0,7,0,447,0.012,18
0,60,3,5,1,458.39,3400.0,0.1348205882352941,14.26,0,1,5,0,26972,0.731,20
1,36,3,3,1,523.77,5541.666666666667,0.0945148872180451,21.35,0,2,14,0,16989,0.267,17
1,36,3,4,3,496.14,4484.0,0.11064674397859055,18.84,0,0,6,0,11313,0.615,20
1,36,3,3,1,115.01,3666.6666666666665,0.03136636363636364,2.1,0,0,4,0,0,0.0,14
0,36,2,1,1,136.55,2400.0,0.05689583333333334,7.83,0,0,5,0,3323,0.755,6
1,36,3,8,2,248.86,7916.666666666667,0.031434947368421055,14.69,0,3,9,0,5897,0.7559999999999999,23
1,60,4,10,2,799.84,5833.0,0.13712326418652496,16.66,0,1,17,0,13505,0.38299999999999995,42
1,36,2,10,2,818.35,7500.0,0.10911333333333334,15.97,0,0,12,0,36930,0.496,28
1,36,3,10,3,456.54,6990.533333333333,0.06530832173034008,14.63,0,0,12,0,26507,0.105,31
1,60,2,10,2,796.18,3750.0,0.21231466666666665,11.84,0,0,4,0,0,0.0,8
1,60,4,6,2,553.63,6833.0,0.08102297673057222,10.43,0,3,4,0,2737,0.397,18
0,36,2,2,1,157.82,4000.0,0.039455,15.85,0,2,8,0,329,0.1,11
1,36,2,0,3,161.32,11666.666666666666,0.013827428571428572,5.47,0,1,5,0,2995,0.86,10
1,36,3,7,1,290.96,5250.0,0.055420952380952376,21.1,0,2,15,0,23240,0.799,62
0,60,3,10,3,301.41,6666.666666666667,0.0452115,5.22,0,1,19,0,8029,0.266,34
0,60,3,5,2,404.94,6666.666666666667,0.060740999999999996,5.88,0,2,8,1,6597,0.805,23
1,36,2,3,2,640.24,6250.0,0.1024384,22.74,0,0,10,0,32682,0.961,26
1,36,3,10,1,333.43,9166.666666666666,0.03637418181818182,13.47,0,0,12,0,65434,0.7140000000000001,26
1,36,3,0,1,276.64,5000.0,0.055327999999999995,5.76,0,0,8,0,7218,0.489,10
1,36,3,9,2,192.3,5416.666666666667,0.03550153846153846,3.77,0,0,6,0,547,0.182,21
1,36,2,10,1,329.69,4750.0,0.06940842105263158,19.12,0,0,11,1,7352,0.511,29
1,60,3,10,3,400.31,7083.333333333333,0.056514352941176474,7.99,0,3,9,0,26696,0.6829999999999999,21
1,60,3,7,2,491.16,6833.333333333333,0.07187707317073172,15.91,0,0,11,0,7949,0.462,20
1,60,3,2,3,207.01,4168.666666666667,0.04965856388933312,17.03,0,0,5,0,7186,0.47600000000000003,23
1,60,3,4,2,658.54,9166.666666666666,0.07184072727272728,22.24,0,2,22,0,26018,0.777,35
1,36,3,10,1,155.38,5416.666666666667,0.02868553846153846,0.28,0,1,12,0,1576,0.057,21
0,36,3,6,2,678.46,15333.333333333334,0.04424739130434783,7.28,0,1,4,0,50381,0.685,34
1,36,3,3,2,691.75,7916.666666666667,0.08737894736842106,16.67,0,1,13,0,9069,0.377,25
1,36,3,7,1,331.34,2250.0,0.1472622222222222,0.67,0,4,3,0,86,0.066,7
0,60,3,10,1,284.16,5833.333333333333,0.048713142857142865,13.97,0,2,8,0,8795,0.5660000000000001,16
1,36,3,5,1,98.8,4333.0,0.02280175398107547,9.81,0,0,12,0,42,0.006,29
1,36,3,4,2,307.78,9633.333333333334,0.03194948096885813,10.43,0,0,13,0,48311,0.711,32
1,36,3,6,1,190.52,6250.0,0.030483200000000002,19.02,0,3,11,0,31299,0.6859999999999999,24
1,36,2,10,2,869.21,5833.0,0.14901594376821534,14.11,0,2,11,0,9978,0.428,30
1,36,3,0,1,324.46,5833.333333333333,0.05562171428571429,21.63,0,0,7,0,13425,0.486,16
1,36,3,8,2,590.24,7500.0,0.07869866666666667,14.6,0,1,11,0,23791,0.505,46
1,36,3,5,3,174.17,5000.0,0.034834,14.02,0,1,12,0,3225,0.198,21
1,36,2,2,1,366.99,5308.333333333333,0.06913469387755103,16.94,0,1,10,0,10921,0.86,20
1,36,3,6,3,155.51,12000.0,0.012959166666666666,10.82,0,0,6,0,14298,0.753,16
1,60,3,4,1,123.08,2833.0,0.04344511118955171,16.94,0,0,16,0,5801,0.114,30
0,36,2,10,1,515.37,10000.0,0.051537,0.5,0,0,6,0,243,0.023,8
1,36,2,10,1,570.04,5500.0,0.10364363636363635,14.53,0,0,4,0,11865,0.8240000000000001,31
1,36,2,3,3,180.35,2750.0,0.06558181818181819,21.02,0,1,16,0,7837,0.429,20
1,36,3,8,2,388.89,5310.0,0.07323728813559321,7.29,0,0,12,0,12902,0.24100000000000002,18
1,36,3,9,2,551.05,7083.333333333333,0.07779529411764706,7.04,1,0,2,0,0,0.1356,11
1,36,3,6,1,161.32,5000.0,0.032264,7.92,0,0,10,0,1771,0.311,19
1,60,2,5,3,85.03,4000.0,0.0212575,15.03,1,0,4,0,1266,0.243,5
1,36,2,0,2,411.67,4666.666666666667,0.088215,14.55,0,2,12,0,8394,0.488,17
1,36,2,2,3,276.7,3750.0,0.07378666666666667,6.45,0,0,6,0,7629,0.43700000000000006,9
0,60,3,10,2,495.12,4200.0,0.11788571428571429,4.24,0,1,7,0,6220,0.33299999999999996,12
1,36,3,6,2,318.56,6583.333333333333,0.048388860759493675,15.28,0,1,9,0,8351,0.239,27
1,36,4,5,3,152.56,2083.3333333333335,0.0732288,16.75,0,2,16,0,9353,0.327,23
1,36,2,10,3,518.74,7333.333333333333,0.07073727272727273,17.32,1,2,3,0,0,0.0485,22
1,60,3,0,2,355.79,3000.0,0.11859666666666667,27.8,0,0,10,0,13481,0.46,33
0,60,2,7,3,617.55,5833.333333333333,0.10586571428571429,14.66,1,1,10,0,0,0.0,12
1,36,2,9,2,515.74,7500.0,0.06876533333333333,8.21,0,2,5,0,5226,0.488,13
1,36,2,5,2,617.46,13500.0,0.04573777777777778,12.81,0,0,15,0,28607,0.47600000000000003,40
1,36,2,1,3,494.53,4000.0,0.12363249999999999,7.35,0,0,7,0,16055,0.505,27
1,60,3,2,2,778.52,5833.333333333333,0.13346057142857143,21.36,0,0,16,0,27656,0.493,28
1,60,2,2,3,130.43,2083.3333333333335,0.06260639999999999,14.45,0,0,8,0,5217,0.629,9
1,60,3,2,3,167.38,5416.666666666667,0.030900923076923076,2.82,1,1,6,0,2130,0.36700000000000005,21
1,36,3,10,2,88.26,2261.5,0.039027194340039796,18.0,0,0,8,0,17203,0.602,16
1,36,2,10,1,276.91,3575.0,0.07745734265734266,22.41,0,1,7,0,3951,0.244,32
1,60,3,1,3,359.06,4000.0,0.089765,13.65,0,1,11,0,14364,0.47600000000000003,38
1,36,3,2,2,326.21,5416.666666666667,0.06022338461538461,14.82,0,0,6,0,11363,0.39,33
1,36,3,7,1,368.9,2160.0,0.17078703703703701,18.89,0,1,2,0,18905,0.42,12
1,36,2,2,2,793.84,14583.333333333334,0.05443474285714286,6.99,0,0,9,0,106176,0.419,22
1,36,2,1,1,82.91,9583.333333333334,0.008651478260869564,8.86,0,0,11,0,32812,0.483,16
0,60,3,4,2,908.5,5000.0,0.1817,13.06,0,0,7,0,20839,0.851,35
1,60,3,10,3,291.78,3416.6666666666665,0.0853990243902439,24.03,0,0,9,0,23129,0.725,26
1,60,3,2,1,206.29,4000.0,0.0515725,5.75,0,0,7,0,5137,0.319,13
1,60,2,2,2,499.96,4750.0,0.10525473684210526,22.86,0,1,21,0,6396,0.38799999999999996,48
1,60,3,8,1,597.24,6000.0,0.09954,17.7,0,2,12,0,14978,0.693,41
1,60,3,1,3,327.72,6250.0,0.0524352,5.6,0,0,13,0,14602,0.359,18
1,60,3,10,1,220.85,8333.333333333334,0.026501999999999998,10.97,0,3,11,0,12901,0.701,37
1,36,3,8,1,271.41,5000.0,0.054282000000000004,17.76,0,0,5,0,9623,0.569,18
0,60,4,2,2,506.01,11666.666666666666,0.04337228571428572,4.93,3,0,11,0,6117,0.248,36
1,36,3,6,2,91.31,6666.666666666667,0.0136965,1.24,0,0,8,0,3302,0.087,11
1,36,2,7,1,93.03,2200.0,0.042286363636363636,17.68,1,2,8,0,6373,0.214,14
1,36,3,10,3,49.46,5555.083333333333,0.008903556802328199,15.9,0,2,16,0,21774,0.647,53
1,36,2,1,1,328.04,7750.0,0.04232774193548387,13.03,0,0,10,0,5960,0.43799999999999994,28
0,36,2,2,2,496.14,5746.833333333333,0.08633276297091153,17.56,0,0,7,0,8422,0.337,9
1,36,2,0,3,368.71,3000.0,0.12290333333333332,14.53,0,0,5,0,14586,0.9990000000000001,6
1,36,2,3,1,251.6,4400.0,0.05718181818181818,19.05,0,2,11,0,8926,0.902,44
1,36,2,0,1,146.78,4166.666666666667,0.0352272,12.82,5,0,9,0,713,0.396,14
1,36,2,6,1,173.24,2400.0,0.07218333333333334,17.88,0,1,6,0,6924,0.8440000000000001,11
1,60,3,4,2,348.87,3726.0,0.09363123993558777,13.96,0,0,8,0,15438,0.649,36
1,36,2,3,2,61.0,1600.0,0.038125,2.63,0,0,9,0,736,0.071,10
0,60,4,6,3,490.63,5416.666666666667,0.09057784615384615,21.62,0,3,6,0,15860,0.721,16
1,60,2,3,3,272.07,4000.0,0.0680175,19.7,0,0,11,0,10456,0.823,11
1,36,2,3,2,821.32,6066.666666666667,0.1353824175824176,11.92,0,2,11,0,10409,0.598,16
0,60,3,5,1,294.7,5833.0,0.05052288702211555,18.64,0,1,14,0,10146,0.583,20
1,36,2,2,2,566.08,5416.666666666667,0.10450707692307692,18.2,0,0,17,0,11336,0.7509999999999999,20
0,36,2,0,3,260.59,3568.0,0.07303531390134528,1.88,0,0,5,0,1796,0.6409999999999999,8
0,36,2,4,2,176.51,4200.0,0.042026190476190474,16.74,0,0,8,0,4615,0.855,31
1,60,3,7,2,592.53,6908.333333333333,0.08577032569360675,12.49,0,0,7,0,14501,0.93,25
1,36,3,10,3,677.14,6000.0,0.11285666666666666,16.82,0,3,25,0,7402,0.428,38
1,36,2,1,1,77.85,1900.0,0.040973684210526315,7.16,0,0,5,0,3109,0.74,8
1,36,2,10,2,436.52,10520.916666666666,0.0414906812619306,5.86,1,0,6,0,5640,0.389,35
1,36,2,10,1,139.96,3000.0,0.04665333333333334,21.0,0,0,16,0,17679,0.439,31
0,60,3,10,1,88.86,9667.0,0.00919209682424744,19.2,0,1,17,0,31157,0.946,43
1,36,3,4,2,288.11,8333.333333333334,0.0345732,8.98,0,0,15,0,82739,0.258,28
1,36,2,3,1,215.86,4583.333333333333,0.047096727272727276,16.63,0,0,13,0,6441,0.284,22
1,36,3,9,2,363.93,10000.0,0.036393,19.53,0,2,21,0,3361,0.052000000000000005,57
1,36,3,4,1,187.32,6666.666666666667,0.028097999999999998,6.75,0,1,6,0,3855,0.168,15
0,36,2,0,3,232.47,2900.0,0.08016206896551724,21.21,0,0,3,0,9175,0.7,11
1,36,2,4,1,300.39,3500.0,0.08582571428571428,20.91,0,0,4,0,5154,0.368,12
1,60,3,4,2,247.3,3500.0,0.07065714285714286,4.51,0,0,7,1,6946,0.39899999999999997,16
1,36,2,3,3,224.66,12500.0,0.0179728,16.04,0,2,7,1,7353,0.635,19
1,36,3,1,3,250.34,16666.666666666668,0.0150204,6.88,0,1,10,0,2605,0.84,19
1,36,2,0,3,131.65,1750.0,0.07522857142857144,22.92,0,1,8,0,2744,0.331,11
1,36,2,8,1,358.43,6000.0,0.05973833333333334,18.45,1,0,5,0,8337,0.937,12
1,36,2,8,1,386.7,2916.6666666666665,0.13258285714285714,15.87,0,1,6,0,17035,0.5760000000000001,7
1,60,2,0,3,394.83,3750.0,0.10528799999999999,15.09,0,0,6,0,3011,0.86,6
1,36,3,6,2,678.61,3916.6666666666665,0.17326212765957447,19.86,0,2,12,0,14709,0.8640000000000001,22
1,36,2,10,2,381.04,7750.0,0.04916645161290323,23.5,0,0,13,0,28111,0.684,26
0,36,2,2,3,100.63,4583.333333333333,0.021955636363636365,3.05,0,1,7,0,2117,0.441,7
1,36,2,2,1,400.82,3070.0,0.13056026058631923,14.07,0,0,2,0,7661,0.958,5
1,60,3,10,1,135.54,3583.3333333333335,0.037825116279069766,12.64,0,0,25,0,29989,0.231,41
1,36,2,2,1,133.87,2917.0,0.04589304079533768,2.3,0,1,5,0,1390,0.278,6
1,36,2,0,1,318.86,4050.1666666666665,0.07872762437759763,19.6,0,1,7,0,7080,0.833,15
1,60,3,0,2,720.81,11666.666666666666,0.06178371428571428,17.76,0,1,8,0,64370,0.149,21
1,36,3,5,1,235.96,4750.0,0.049675789473684215,7.22,0,1,11,0,40598,0.773,42
1,36,4,3,1,229.54,3033.3333333333335,0.07567252747252746,10.98,0,1,8,0,6772,0.728,18
1,36,1,1,1,164.02,5833.333333333333,0.028117714285714288,14.52,0,2,18,0,4093,0.171,38
1,36,3,10,3,462.54,7000.0,0.06607714285714286,11.19,0,1,9,0,44500,0.397,37
1,60,2,0,3,94.33,3080.0,0.030626623376623377,16.1,2,0,9,0,3348,0.302,22
1,36,4,0,1,204.71,6250.0,0.0327536,16.78,1,0,17,0,23256,0.293,23
1,36,2,5,1,248.95,5416.666666666667,0.045959999999999994,9.54,0,0,4,0,7234,0.991,8
1,36,2,10,1,160.48,5833.0,0.027512429281673238,16.17,1,0,6,0,9604,0.381,17
1,36,3,9,1,347.98,3800.0,0.09157368421052632,8.97,0,1,8,0,10595,0.725,11
1,36,2,5,3,186.61,5000.0,0.037322,18.98,0,0,10,0,5849,0.321,24
1,36,2,1,1,484.01,6447.333333333333,0.07507134732706029,6.41,0,0,8,0,12893,0.40399999999999997,15
1,36,3,10,2,306.56,4583.333333333333,0.06688581818181819,24.17,0,1,12,0,22725,0.46799999999999997,32
1,36,2,1,1,584.12,6666.666666666667,0.087618,0.86,0,1,3,0,5506,0.524,7
1,36,3,2,1,255.95,5916.666666666667,0.04325915492957746,17.83,0,0,13,0,6093,0.445,23
1,36,3,6,1,332.37,8416.666666666666,0.03948950495049505,6.42,0,2,10,0,17439,0.44799999999999995,15
1,60,3,6,1,91.0,2833.3333333333335,0.03211764705882353,20.86,0,0,6,1,4071,0.59,8
1,36,2,3,2,487.24,4917.0,0.09909294285133212,4.64,0,3,5,0,5425,0.696,17
1,36,3,10,1,870.39,6666.666666666667,0.1305585,0.81,0,1,5,0,3656,0.11800000000000001,20
1,36,2,3,2,306.68,4000.0,0.07667,16.64,0,0,6,0,14398,0.96,13
1,36,3,10,1,254.04,4416.666666666667,0.05751849056603773,21.55,0,1,9,0,31250,0.7170000000000001,27
1,60,3,0,3,387.38,3750.0,0.10330133333333333,15.73,0,3,16,0,9252,0.376,31
1,60,3,7,1,297.53,8916.666666666666,0.03336785046728972,8.13,0,1,6,0,7586,0.903,30
1,36,3,5,1,449.77,11666.666666666666,0.038551714285714286,11.07,0,1,8,1,4954,0.8220000000000001,18
1,36,2,1,1,280.0,5000.0,0.056,21.37,0,1,14,0,4310,0.278,17
1,36,3,4,2,684.43,6250.0,0.10950879999999999,23.84,1,0,14,0,9552,0.365,50
1,60,3,10,2,901.01,9166.666666666666,0.098292,16.4,0,1,10,0,11166,0.636,35
1,36,3,6,2,181.68,4666.666666666667,0.03893142857142857,23.87,0,0,7,1,12941,0.8740000000000001,21
1,36,2,10,1,586.07,12916.666666666666,0.04537316129032259,10.61,1,0,17,0,14372,0.5529999999999999,38
1,36,2,1,1,86.36,3666.6666666666665,0.023552727272727274,15.49,1,0,10,0,2970,0.252,16
1,36,2,0,1,417.71,8333.333333333334,0.050125199999999995,7.19,0,0,8,0,9532,0.24100000000000002,25
1,36,4,2,1,322.25,2500.0,0.1289,11.24,0,1,8,0,9152,0.6679999999999999,30
1,60,2,10,2,549.69,10833.0,0.05074217668235946,14.66,0,0,8,0,35377,0.265,21
1,36,2,3,2,149.24,4166.666666666667,0.0358176,4.37,0,0,5,0,1961,0.557,14
0,60,2,10,2,658.36,5470.166666666667,0.12035465098564943,19.03,0,0,16,0,21669,0.732,33
1,60,3,4,2,397.77,3333.3333333333335,0.11933099999999999,2.1,0,0,4,0,2188,0.125,11
1,36,3,10,2,523.96,3778.6666666666665,0.13866266760762175,20.7,0,0,9,0,22352,0.552,40
1,36,2,10,3,163.57,5152.34,0.03174674031605057,12.6,0,3,4,0,3389,0.997,17
0,60,4,4,2,791.48,10416.666666666666,0.07598208000000001,22.3,2,0,13,0,104304,0.452,30
1,36,2,6,2,322.68,3333.3333333333335,0.096804,23.82,0,0,11,0,11739,0.838,22
0,36,2,9,3,512.52,3415.73,0.15004698849147913,14.46,0,2,12,0,11059,0.625,22
1,36,2,2,2,390.88,3500.0,0.11168,15.29,0,0,12,1,19972,0.591,24
1,36,2,5,1,289.54,5833.333333333333,0.04963542857142858,12.81,0,0,8,0,2872,0.073,21
0,60,2,1,3,113.39,3333.25,0.034017850446261155,11.55,0,1,3,0,1910,0.955,8
1,36,4,9,3,460.76,6538.75,0.070466067673485,21.92,0,0,10,0,26014,0.6509999999999999,31
1,36,2,3,3,389.24,2000.0,0.19462000000000002,13.2,0,0,9,0,8390,0.833,14
1,36,3,1,1,150.8,2167.0,0.0695892939547762,5.26,0,0,7,0,3799,0.075,17
0,60,2,10,1,184.65,1800.0,0.10258333333333333,4.44,0,0,3,0,3360,0.988,4
1,36,2,2,1,330.76,3225.0,0.10256124031007752,16.99,0,2,7,0,11819,0.753,24
1,36,2,7,3,256.2,5000.0,0.05124,15.2,0,1,15,0,2152,0.046,39
1,60,2,6,2,182.11,5416.666666666667,0.03362030769230769,11.28,0,0,8,0,22409,0.711,16
1,36,2,2,2,81.71,2500.0,0.032684,12.88,0,2,8,0,5457,0.866,26
1,36,2,2,1,49.73,1300.0,0.03825384615384615,5.08,0,0,5,1,2046,0.568,23
1,36,2,1,1,93.14,1464.4166666666667,0.06360211688385592,12.7,0,0,6,0,122,0.037000000000000005,8
0,36,3,7,1,258.2,3475.0,0.0743021582733813,17.78,0,0,6,0,14610,0.769,13
1,36,2,3,3,104.71,1700.0,0.06159411764705882,20.53,0,0,5,0,2788,0.774,6
1,36,3,8,2,809.62,7308.333333333333,0.11078038768529076,1.46,0,0,13,0,15601,0.289,48
1,36,2,0,1,118.28,6500.0,0.018196923076923076,14.54,0,0,6,0,5017,0.557,24
1,36,2,10,1,504.13,7000.0,0.07201857142857143,23.04,0,3,13,0,24280,0.934,38
1,36,3,10,3,262.37,9100.0,0.02883186813186813,7.09,0,0,4,0,11840,0.764,7
1,36,4,10,1,92.31,7416.666666666667,0.01244629213483146,20.45,0,0,19,0,906,0.021,60
1,36,2,1,1,103.62,3416.6666666666665,0.030327804878048783,16.77,0,0,6,0,6241,0.904,17
0,60,4,5,1,88.49,2603.5833333333335,0.03398777326121051,5.03,0,1,5,0,2988,0.29,5
1,36,2,7,3,884.99,6000.0,0.14749833333333334,18.18,0,2,9,0,10630,0.504,23
1,36,3,6,1,297.04,4333.0,0.06855296561273945,24.6,0,1,18,0,8179,0.16899999999999998,28
1,36,3,0,1,102.13,6666.666666666667,0.015319499999999998,13.56,0,0,7,0,13004,0.7979999999999999,12
0,36,3,2,1,210.07,2833.3333333333335,0.07414235294117646,14.86,0,1,4,0,4883,0.8420000000000001,6
0,36,2,10,3,508.53,6250.0,0.0813648,8.64,0,1,7,0,8385,0.37799999999999995,36
1,36,2,0,2,34.95,3900.0,0.008961538461538462,17.05,0,1,10,1,7507,0.996,29
1,60,4,0,2,457.82,2583.3333333333335,0.1772206451612903,5.77,0,0,2,0,4952,0.669,5
1,36,2,10,2,709.98,3601.0,0.19716189947236878,3.14,0,0,4,0,4300,0.768,8
0,36,2,5,2,168.62,1800.0,0.09367777777777778,6.78,0,0,3,0,2049,0.9309999999999999,5
1,60,3,3,1,151.42,5917.0,0.025590670948115596,7.88,0,2,7,0,2787,0.099,39
1,36,2,0,2,100.25,3625.0,0.027655172413793103,24.5,0,0,5,0,27722,0.972,9
1,36,3,10,1,170.58,5600.0,0.03046071428571429,18.98,0,0,17,0,18720,0.5539999999999999,34
1,36,2,0,2,158.77,2400.0,0.06615416666666667,18.54,0,2,7,0,10789,0.469,15
1,36,3,1,3,247.53,6958.333333333333,0.03557317365269461,15.41,0,1,11,0,1426,0.11900000000000001,52
1,36,2,2,1,218.97,2336.5,0.09371709822383907,14.51,0,1,6,0,13250,0.601,11
1,36,2,3,1,389.3,4583.0,0.08494435958978835,12.2,0,0,5,0,8818,0.787,9
0,36,2,10,2,623.4,7833.333333333333,0.07958297872340425,5.36,3,3,7,0,5848,0.243,18
1,36,3,0,2,481.42,4796.0,0.10037948290241869,16.97,0,0,8,0,3658,0.054000000000000006,18
1,36,3,10,3,197.72,5750.0,0.03438608695652174,13.6,0,0,8,0,8171,0.292,29
1,60,2,3,3,324.42,4416.666666666667,0.07345358490566038,24.54,0,0,10,0,17036,0.883,37
1,36,2,4,1,195.7,4666.666666666667,0.04193571428571428,16.52,0,1,8,0,4498,0.45899999999999996,11
1,60,3,6,3,539.47,7666.666666666667,0.07036565217391304,17.57,0,2,17,0,36497,0.745,62
0,36,2,10,3,147.31,5500.0,0.026783636363636364,23.95,0,0,6,0,11722,0.875,10
1,60,3,4,3,175.91,10000.0,0.017591,0.5,0,4,4,0,425,0.147,9
1,36,2,2,3,51.43,2500.0,0.020572,14.52,0,1,13,0,9040,0.36700000000000005,16
0,60,4,2,2,247.56,3500.0,0.07073142857142857,6.09,0,2,4,0,4904,0.7659999999999999,26
1,36,3,6,1,235.8,3000.0,0.0786,18.5,1,1,12,0,22893,0.537,23
1,36,3,4,1,152.18,3750.0,0.04058133333333334,19.07,0,1,9,0,14829,0.218,20
1,36,2,3,2,372.09,6250.0,0.059534399999999994,8.42,0,3,10,0,9608,0.272,23
1,60,2,3,2,279.07,2200.0,0.12685,27.27,0,0,10,0,0,0.0,22
0,36,2,2,3,369.07,4000.0,0.0922675,9.03,2,1,6,1,4767,0.563,16
0,60,3,10,1,706.3,6250.0,0.113008,12.9,0,4,10,0,322,0.017,27
1,36,2,4,1,247.29,4000.0,0.061822499999999996,14.07,0,1,7,0,5878,0.384,8
1,36,2,3,3,198.46,3200.0,0.062018750000000004,8.97,0,1,8,0,8104,0.51,9
1,36,3,1,1,92.12,3750.0,0.024565333333333335,16.32,0,1,7,0,58403,0.628,23
1,36,4,0,2,45.63,4800.0,0.00950625,12.6,0,0,5,0,57157,0.594,12
1,60,3,9,2,221.74,3583.3333333333335,0.06188093023255814,23.27,0,0,11,0,14717,0.45799999999999996,36
1,36,3,10,1,832.5,9833.333333333334,0.08466101694915254,3.48,0,1,5,0,10227,0.401,20
1,36,3,10,2,225.23,3350.0,0.06723283582089552,1.91,0,0,9,0,1612,0.032,34
0,36,3,3,3,184.95,6000.0,0.030824999999999998,12.37,1,1,9,0,180,0.138,30
1,36,4,4,1,163.67,3130.0,0.05229073482428115,26.84,0,0,4,0,17596,0.9620000000000001,8
0,36,2,3,3,399.9,4166.666666666667,0.09597599999999999,10.94,0,0,5,0,7938,0.763,8
1,36,4,1,2,96.79,2333.3333333333335,0.04148142857142857,21.3,0,1,10,0,3168,0.33,28
1,36,3,1,3,105.46,8000.0,0.0131825,1.31,0,1,24,0,2399,0.273,44
1,36,2,0,3,51.67,2000.0,0.025835,24.25,0,2,6,0,1897,0.632,7
1,36,2,0,1,185.02,2791.6666666666665,0.06627582089552239,18.95,0,0,15,0,7510,0.207,19
1,36,2,1,3,331.64,3750.0,0.08843733333333333,21.95,0,1,7,0,5811,0.321,14
1,36,3,10,3,155.56,5416.666666666667,0.02871876923076923,5.65,0,4,8,0,4261,0.091,20
1,36,2,1,3,603.14,5833.333333333333,0.10339542857142857,21.03,0,0,8,0,8583,0.833,34
1,60,3,10,2,597.78,7000.0,0.08539714285714285,24.37,0,3,10,0,11390,0.47700000000000004,27
1,60,2,10,2,291.57,4000.0,0.0728925,16.5,0,1,11,0,4830,0.508,17
1,36,3,5,1,304.18,5166.666666666667,0.05887354838709677,12.93,0,0,15,0,11118,0.337,57
0,36,3,10,2,198.99,5833.333333333333,0.03411257142857143,15.87,0,1,10,0,37138,0.7340000000000001,45
1,36,3,8,1,333.0,5375.0,0.061953488372093024,18.7,0,3,11,0,33878,0.79,27
1,36,2,3,1,216.63,3291.6666666666665,0.06581164556962026,12.06,0,2,5,0,5573,0.606,7
1,60,2,2,2,289.15,4583.333333333333,0.06308727272727273,7.35,0,1,3,0,5682,0.9470000000000001,5
1,36,3,7,1,674.9,6250.0,0.107984,13.5,0,0,12,0,24046,0.532,43
1,60,3,4,3,313.2,7083.333333333333,0.044216470588235295,0.56,0,3,6,0,850,0.078,13
1,60,2,4,3,354.84,3583.3333333333335,0.09902511627906975,4.83,0,3,7,0,13609,0.705,15
1,60,2,6,3,526.44,10000.0,0.052644,8.81,0,0,4,1,12491,0.9390000000000001,15
1,36,3,5,2,392.83,4666.666666666667,0.08417785714285714,6.62,1,0,10,0,10538,0.49200000000000005,25
1,60,3,9,2,300.28,5797.25,0.051796972702574495,27.5,0,1,8,0,1795,0.78,39
1,36,2,3,3,262.43,5166.666666666667,0.05079290322580645,9.54,0,0,14,0,2970,0.06,18
1,36,3,2,1,417.22,7292.0,0.057216127262753706,4.59,1,0,18,0,12688,0.738,29
0,36,3,10,1,251.88,3420.8333333333335,0.07363118148599268,17.6,0,0,14,0,7017,0.084,28
0,36,2,5,1,278.53,5083.333333333333,0.0547927868852459,0.49,0,2,2,0,858,0.66,7
0,60,3,7,2,249.28,5250.0,0.04748190476190476,7.94,0,1,11,0,5219,0.11199999999999999,27
1,36,2,6,2,350.98,2500.0,0.14039200000000002,18.64,0,2,8,0,3998,0.606,14
1,36,3,4,2,330.24,5583.333333333333,0.05914746268656717,5.25,0,0,5,0,5703,0.687,18
1,36,3,2,1,156.46,3678.0,0.042539423599782494,3.37,0,0,6,0,6327,0.879,15
1,36,2,1,1,241.95,4000.0,0.0604875,11.75,0,2,7,0,3415,0.073,22
1,36,3,5,1,341.04,5833.333333333333,0.05846400000000001,7.89,0,0,5,0,0,0.0,19
1,36,4,7,3,32.44,880.0,0.03686363636363636,13.18,0,1,4,0,0,0.0,4
0,60,2,9,1,276.06,4583.333333333333,0.06023127272727273,14.49,0,2,8,0,18622,0.501,16
1,36,4,5,1,101.12,4166.666666666667,0.0242688,13.85,0,0,4,0,8256,0.312,16
1,36,2,0,1,150.8,3083.0,0.048913396042815444,14.69,0,0,9,0,4550,0.287,14
1,60,2,10,2,356.4,2500.0,0.14256,20.2,0,2,9,0,2597,0.5529999999999999,20
1,36,2,4,1,86.33,3102.0833333333335,0.027829684351914033,17.7,0,3,3,0,1295,0.996,12
0,60,3,2,3,169.43,2771.6666666666665,0.061129284425736626,12.19,0,0,6,0,3312,0.77,11
1,60,3,2,2,449.15,10000.0,0.044915,9.54,0,1,18,0,807,0.025,53
1,60,3,3,3,111.6,7333.333333333333,0.015218181818181818,3.25,1,0,7,0,5791,0.511,20
1,36,3,10,3,128.96,9000.0,0.01432888888888889,15.84,0,0,7,0,19116,0.5920000000000001,19
1,36,3,9,1,372.12,6416.666666666667,0.05799272727272727,18.03,0,0,17,0,74359,0.648,38
1,36,4,10,3,186.67,2083.3333333333335,0.08960159999999999,21.22,0,0,4,0,7154,0.5379999999999999,11
1,36,3,10,1,185.64,4166.666666666667,0.04455359999999999,15.89,0,4,10,0,3485,0.2,22
0,36,3,10,1,208.67,5000.0,0.041734,16.55,0,1,12,0,13156,0.574,28
1,36,2,6,2,236.07,10416.666666666666,0.02266272,8.34,0,1,11,0,22546,0.9009999999999999,20
0,36,2,10,3,75.02,5000.0,0.015004,3.42,0,1,3,0,7229,0.977,7
1,36,2,1,3,69.94,4000.0,0.017485,18.05,1,1,7,0,4172,0.879,9
